iter	Logloss
141	0.2516765164
142	0.250733572
143	0.2496419579
144	0.2488090885
145	0.2478902231
146	0.2472682472
147	0.2463539569
148	0.245464395
149	0.2440885423
150	0.2431707171
151	0.2420026846
152	0.2407634161
153	0.239695776
154	0.2386639416
155	0.2377240788
156	0.2364906584
157	0.2358044935
158	0.2350401326
159	0.2341509854
160	0.2335862802
161	0.2328708559
162	0.2317173732
163	0.2306562121
164	0.2298481681
165	0.2286786916
166	0.2278795296
167	0.2267047404
168	0.2260272447
169	0.2252479846
170	0.2247204727
171	0.223838374
172	0.2228285476
173	0.2218746228
174	0.2211970817
175	0.2207539603
176	0.2197914137
177	0.2190389915
178	0.21841966
179	0.2175611716
180	0.2162457965
181	0.2151707812
182	0.2141486299
183	0.2132688385
184	0.2122748427
185	0.2114461943
186	0.2105919259
187	0.2099218873
188	0.2093423415
189	0.20821591
190	0.2073189179
191	0.2060384518
192	0.2053270824
193	0.2047871947
194	0.2036647318
195	0.2029037108
196	0.2021862729
197	0.2010232479
198	0.2003850824
199	0.1999064331
200	0.1991187746
201	0.1986852728
202	0.1976570359
203	0.1966354589
204	0.1963361204
205	0.1956193367
206	0.1949983574
207	0.1943762698
208	0.1933602488
209	0.1923536487
210	0.1911707632
211	0.1901950923
212	0.1895960314
213	0.1886312509
214	0.1875781739
215	0.1869172293
216	0.186127933
217	0.1854035259
218	0.1845720199
219	0.1833116908
220	0.1824044753
221	0.1815097719
222	0.1811016664
223	0.1807276284
224	0.1801769207
225	0.1794364659
226	0.1786551062
227	0.17773241
228	0.1773288516
229	0.1768362731
230	0.1762320125
231	0.175450891
232	0.1749624662
233	0.1741164255
234	0.1733280829
235	0.1726524625
236	0.1721964358
237	0.171856239
238	0.171208338
239	0.170867086
240	0.1702774619
241	0.169632064
242	0.1690600514
243	0.1683451736
244	0.1675453983
245	0.1669605675
246	0.1661863874
247	0.165510206
248	0.1648127328
249	0.1641939976
250	0.1635357382
251	0.1629996596
252	0.1623337692
253	0.161857934
254	0.1609587101
255	0.1597226991
256	0.1587390759
257	0.1582049089
258	0.1577671023
259	0.1569620712
260	0.1565512351
261	0.1560027784
262	0.1554365092
263	0.1550697747
264	0.1543771411
265	0.1534088379
266	0.1523630626
267	0.1515418069
268	0.1506022412
269	0.1500014774
270	0.1495144224
271	0.1489538139
272	0.148427517
273	0.1478107215
274	0.1475544087
275	0.1468487582
276	0.1464304596
277	0.1457031952
278	0.1451997719
279	0.1444057274
280	0.1440447092
281	0.1436328468
282	0.1430693449
283	0.1425066479
284	0.1419838485
285	0.1415529987
286	0.1409693841
287	0.1404560287
288	0.1400589924
289	0.1397270739
290	0.1390679425
291	0.1385875367
292	0.1381791493
293	0.1377486692
294	0.1367412667
295	0.136277074
296	0.1357852212
297	0.1354222456
298	0.1349014826
299	0.1343399347
300	0.1338669902
301	0.1333991611
302	0.1328815333
303	0.132484931
304	0.1320433956
305	0.1317212211
306	0.1313293343
307	0.1308382624
308	0.1303100672
309	0.1299497143
310	0.1296655258
311	0.1293071282
312	0.1288093413
313	0.1282404737
314	0.127964457
315	0.1274690145
316	0.1269652502
317	0.1262913673
318	0.125314048
319	0.1245423202
320	0.1242443481
321	0.1237810107
322	0.1229555877
323	0.1225181959
324	0.1222281044
325	0.1219847888
326	0.1216490795
327	0.121434861
328	0.1205978896
329	0.1202374231
330	0.1197204348
331	0.1192286589
332	0.1188856658
333	0.1185269585
334	0.1178118249
335	0.117338564
336	0.116681997
337	0.1162371761
338	0.1158016714
339	0.1155553526
340	0.115281098
341	0.1150733528
342	0.1145350925
343	0.1141458362
344	0.1138201958
345	0.113404572
346	0.1130367992
347	0.112879456
348	0.1123347433
349	0.1120585662
350	0.1115688514
351	0.1112953845
352	0.1109680773
353	0.1105526309
354	0.1097669171
355	0.1092334313
356	0.109028581
357	0.1087578089
358	0.1083522141
359	0.1078799254
360	0.1075223811
361	0.1069840133
362	0.106462092
363	0.1062433637
364	0.1059391766
365	0.1055847055
366	0.1051648388
367	0.1047615792
368	0.1043270974
369	0.1038724066
370	0.1034097629
371	0.1030464429
372	0.1027138295
373	0.1021003215
374	0.1018395675
375	0.1015381883
376	0.1011386298
377	0.1006722643
378	0.1002451053
379	0.09996010797
380	0.09963967968
381	0.09928140551
382	0.09897089156
383	0.09848991411
384	0.09784163946
385	0.09752067841
386	0.09707892294
387	0.09671613598
388	0.09626902894
389	0.09586394198
390	0.09548164025
391	0.09531020961
392	0.09472151622
393	0.09456920579
394	0.09425435038
395	0.09392914789
396	0.09350456412
397	0.093035039
398	0.09272847776
399	0.09246557056
400	0.09214297171
401	0.09174452484
402	0.0915265766
403	0.09131405505
404	0.09088504662
405	0.09066345159
406	0.09028648865
407	0.08995811838
408	0.08969569902
409	0.08934876745
410	0.0889488421
411	0.0887212484
412	0.08834429387
413	0.08799735417
414	0.08769170469
415	0.08736976668
416	0.08715164173
417	0.08697361946
418	0.08665411343
419	0.08630597485
420	0.08586933517
421	0.08555548359
422	0.08519172068
423	0.08499209146
424	0.08465798759
425	0.08429649067
426	0.08394335253
427	0.0838322327
428	0.08354010397
429	0.08304855324
430	0.08270891459
431	0.08238463419
432	0.08212092719
433	0.08173408385
434	0.08143115347
435	0.08126128786
436	0.0811454534
437	0.08095418661
438	0.08069379369
439	0.08049174825
440	0.08032338485
441	0.0801163472
442	0.07992622802
443	0.07966653717
444	0.07945827041
445	0.07917113551
446	0.07875034663
447	0.07858978176
448	0.07832173319
449	0.07804053834
450	0.07788739659
451	0.07763040902
452	0.07740334118
453	0.07711247534
454	0.07679603498
455	0.07657528356
456	0.0764306842
457	0.0761910613
458	0.07602914922
459	0.07564439229
460	0.07540819965
461	0.07509484269
462	0.075006664
463	0.07473061775
464	0.07454374465
465	0.07427395417
466	0.07421175261
467	0.07404560011
468	0.07362744864
469	0.07337957534
470	0.0732296579
471	0.07303605237
472	0.07291077838
473	0.07273519095
474	0.0723771925
475	0.07215881426
476	0.07189485118
477	0.07171915913
478	0.07141327869
479	0.07120301752
480	0.07088226958
481	0.07070492823
482	0.07056502903
483	0.07021416429
484	0.06999770378
485	0.06971545848
486	0.06953300773
487	0.06936497879
488	0.06903029229
489	0.06883462149
490	0.06864834909
491	0.06843706714
492	0.06832052444
493	0.0680800351
494	0.06790490633
495	0.0677554043
496	0.06759643476
497	0.06747385176
498	0.0672550662
499	0.06697285826
500	0.06672043122
501	0.06659667615
502	0.06635651364
503	0.06611669613
504	0.06586412469
505	0.06561727344
506	0.06541687825
507	0.0651100226
508	0.06491380764
509	0.06458480375
510	0.06440521375
511	0.06427247384
512	0.06400367473
513	0.06377660656
514	0.06348505116
515	0.06331706182
516	0.06315350044
517	0.06295464078
518	0.06262741919
519	0.06242707028
520	0.06230887615
521	0.06208505395
522	0.06189303651
523	0.06167659804
524	0.06153410547
525	0.06122787722
526	0.06107800792
527	0.06091687752
528	0.06078666249
529	0.0605193491
530	0.06031564724
531	0.06004236642
532	0.05979530806
533	0.05967728368
534	0.05953738224
535	0.05936500072
536	0.05921826346
537	0.05899709045
538	0.05871629042
539	0.05847400615
540	0.05837869106
541	0.05808505075
542	0.0578413726
543	0.05768412971
544	0.0575339926
545	0.0572811649
546	0.05696656609
547	0.05675978644
548	0.05663546489
549	0.05642011199
550	0.05620756458
551	0.05607515049
552	0.05588658052
553	0.05578205277
554	0.05565072149
555	0.05547081027
556	0.0553115272
557	0.05516301486
558	0.05500645542
559	0.05491463297
560	0.05465791012
561	0.05451793946
562	0.05438978683
563	0.05423292362
564	0.05404312902
565	0.05378905179
566	0.0537578304
567	0.05357631998
568	0.05343434575
569	0.05334356919
570	0.05317646358
571	0.05298204422
572	0.05287543061
573	0.05270362164
574	0.05256145859
575	0.05239049827
576	0.05223492437
577	0.05207914033
578	0.05190047741
579	0.05169141046
580	0.05161511758
581	0.0514671264
582	0.05135338104
583	0.05126068491
584	0.05110502602
585	0.05098994048
586	0.05084662095
587	0.05075878542
588	0.05064662961
589	0.05051369673
590	0.0504055058
591	0.0502964974
592	0.05011299262
593	0.04991934103
594	0.04989794686
595	0.04969804994
596	0.04957286363
597	0.04941843667
598	0.04930621097
599	0.04917586231
600	0.04908045118
601	0.04893739919
602	0.0487908806
603	0.04862117021
604	0.04850910428
605	0.04836607282
606	0.04823989335
607	0.0480719117
608	0.04789288223
609	0.04769121406
610	0.04750526821
611	0.04733665921
612	0.04722773036
613	0.04717268714
614	0.04699200142
615	0.04689260831
616	0.04680586445
617	0.04674169209
618	0.04670503869
619	0.04665394009
620	0.04654144416
621	0.04636037529
622	0.04620729009
623	0.04604285465
624	0.04590939045
625	0.04576433687
626	0.04570424046
627	0.0455827713
628	0.04539090145
629	0.04534494338
630	0.04526170271
631	0.0450710139
632	0.04497214272
633	0.04478276365
634	0.04461042915
635	0.04445833829
636	0.04441086416
637	0.04427283455
638	0.04407104464
639	0.04389275764
640	0.04378082348
641	0.04369334395
642	0.04354345484
643	0.04348697466
644	0.04334217128
645	0.04328613466
646	0.04313333517
647	0.04298442504
648	0.04285209241
649	0.04277162103
650	0.04266323544
651	0.04258899846
652	0.04240193513
653	0.04221504767
654	0.0421715176
655	0.04204267092
656	0.04188549036
657	0.0417585461
658	0.04170036092
659	0.04165344266
660	0.04147803705
661	0.04137559341
662	0.04121804798
663	0.04114944705
664	0.04110413304
665	0.04098371461
666	0.04095947933
667	0.04086159521
668	0.04075906434
669	0.04066061469
670	0.04047170959
671	0.04031526414
672	0.04018769887
673	0.04005643458
674	0.03999920177
675	0.03991526503
676	0.03975305849
677	0.03964479261
678	0.03951058023
679	0.03939267927
680	0.03925130485
681	0.03913207604
682	0.03899625486
683	0.03890137611
684	0.03884547621
685	0.03877262413
686	0.03861014203
687	0.03842910402
688	0.0383175257
689	0.0382316632
690	0.03817416539
691	0.03809277826
692	0.03794270863
693	0.03787909379
694	0.03776795595
695	0.03768471146
696	0.03760679733
697	0.03753507687
698	0.03743421196
699	0.03735021019
700	0.03720754803
701	0.03707701728
702	0.03695246848
703	0.03687662585
704	0.036813947
705	0.03671120588
706	0.03663203021
707	0.03656319607
708	0.03643501097
709	0.03630130824
710	0.03625208714
711	0.03617271401
712	0.0360745039
713	0.03596236139
714	0.03585191682
715	0.03573014428
716	0.03567130582
717	0.03562143848
718	0.03551621129
719	0.03548041966
720	0.0353675766
721	0.03520289881
722	0.03512496499
723	0.03498257766
724	0.03487876656
725	0.03481856582
726	0.0347331014
727	0.03469960746
728	0.03459927217
729	0.03447971243
730	0.03441103402
731	0.03428577199
732	0.03420802251
733	0.03409184327
734	0.03400963632
735	0.03384390433
736	0.03375746615
737	0.03364680784
738	0.03356706137
739	0.03338922618
740	0.03329628176
741	0.0331740556
742	0.03304050188
743	0.03292790531
744	0.03286963278
745	0.03278577227
746	0.03272084965
747	0.03267112036
748	0.03246510983
749	0.03238457809
750	0.03230285925
751	0.03222466996
752	0.03214925822
753	0.03204656405
754	0.0319385339
755	0.03188466908
756	0.03182428253
757	0.03175566561
758	0.03163976737
759	0.03156762039
760	0.03148052513
761	0.03137433983
762	0.03133686453
763	0.03124025704
764	0.03114646569
765	0.03109277355
766	0.03099910332
767	0.03092962663
768	0.03086287762
769	0.03080432073
770	0.03075579408
771	0.03067928404
772	0.03057970227
773	0.03052568206
774	0.03043863145
775	0.03038398075
776	0.03035420227
777	0.03026339436
778	0.03023677871
779	0.03017455628
780	0.03011217532
781	0.03005033611
782	0.02995428888
783	0.02987342257
784	0.02979916567
785	0.0297508753
786	0.02964464345
787	0.02954674137
788	0.02948155364
789	0.02941776607
790	0.02930595252
791	0.02920914527
792	0.02909999898
793	0.02898227703
794	0.02890751166
795	0.02886287173
796	0.02882498898
797	0.02877362027
798	0.02874881082
799	0.02868341553
800	0.02861197197
801	0.02856149371
802	0.02850642221
803	0.02842591701
804	0.02834242069
805	0.02830471319
806	0.0282646545
807	0.02815548532
808	0.0280720382
809	0.02800116528
810	0.0279216542
811	0.02786122715
812	0.02779320285
813	0.02772589386
814	0.02770301213
815	0.02762640336
816	0.02756995341
817	0.02752601624
818	0.02745648193
819	0.02736297209
820	0.02731192864
821	0.02726982711
822	0.02724347754
823	0.02717359868
824	0.02711204035
825	0.02705370359
826	0.02699879085
827	0.02694379593
828	0.02693100733
829	0.0268945878
830	0.02681815854
831	0.02668043625
832	0.0265918376
833	0.02654143081
834	0.02644026796
835	0.02637095799
836	0.02629833693
837	0.02621870052
838	0.02611213998
839	0.0260870639
840	0.02601511462
841	0.02593566541
842	0.02589183359
843	0.02583937488
844	0.02578812919
845	0.02570276457
846	0.02563565232
847	0.02560656531
848	0.02555351841
849	0.02549695413
850	0.02543942945
851	0.02536009901
852	0.02527702859
853	0.02520608094
854	0.02511923605
855	0.02503244389
856	0.02497691401
857	0.02495458294
858	0.02488005285
859	0.02484592701
860	0.02475643433
861	0.0246818874
862	0.02462790635
863	0.02457891273
864	0.02451004056
865	0.02442007098
866	0.02429432061
867	0.02427004938
868	0.02417945346
869	0.02410242759
870	0.0240265062
871	0.02398827424
872	0.02395030274
873	0.02382082939
874	0.02379228115
875	0.02374951537
876	0.02367522027
877	0.02363290158
878	0.02357120475
879	0.02355113658
880	0.02350817647
881	0.02343793611
882	0.02337514114
883	0.02332087489
884	0.02326449529
885	0.02318588745
886	0.02309864936
887	0.02306150167
888	0.02298176059
889	0.02290241909
890	0.02284509479
891	0.02281789297
892	0.02279082405
893	0.02274136173
894	0.02269271267
895	0.02262909513
896	0.02257884502
897	0.02253116002
898	0.02246051177
899	0.02240093876
900	0.02237600461
901	0.02232441257
902	0.02229958871
903	0.02219622197
904	0.02213947795
905	0.02206883128
906	0.02199341931
907	0.02196055272
908	0.02192445172
909	0.0218990023
910	0.02184915761
911	0.02180398341
912	0.02176522132
913	0.02175663847
914	0.02171731309
915	0.02165051141
916	0.02160217549
917	0.02154411271
918	0.021512336
919	0.02148671464
920	0.02141478701
921	0.02138580098
922	0.02134117783
923	0.02130473726
924	0.02126862397
925	0.02119419861
926	0.02114815005
927	0.02110849605
928	0.02107249451
929	0.02104933099
930	0.02102700581
931	0.0209843092
932	0.02092783227
933	0.02089805917
934	0.0208614415
935	0.02081520496
936	0.0207845942
937	0.02071776211
938	0.02069638695
939	0.02066378919
940	0.02062836501
941	0.02061322066
942	0.02056580947
943	0.02053174086
944	0.02051228658
945	0.02044224778
946	0.02040751951
947	0.0203720532
948	0.02035037237
949	0.02032609592
950	0.02027550097
951	0.02025911797
952	0.02021385658
953	0.02017295243
954	0.02014856512
955	0.02012791409
956	0.02010610592
957	0.02004891626
958	0.01998294095
959	0.01994755341
960	0.01992250252
961	0.01990968934
962	0.0198692393
963	0.01985396391
964	0.01982393512
965	0.01980012479
966	0.01973968949
967	0.01966736322
968	0.01964980872
969	0.01959133457
970	0.01955525073
971	0.01948406982
972	0.01944829902
973	0.01941429705
974	0.01934945819
975	0.01934945819
976	0.01931281527
977	0.01928634918
978	0.01923099131
979	0.01920450542
980	0.01915513022
981	0.0190991796
982	0.01904829833
983	0.01898277732
984	0.01892809694
985	0.01888362475
986	0.01883880318
987	0.01879352491
988	0.01873326044
989	0.01870765995
990	0.01865638907
991	0.01862043218
992	0.01858030022
993	0.01854948066
994	0.01850387601
995	0.01844444006
996	0.01839436138
997	0.01834753076
998	0.01829865237
999	0.01824395488
